id	assetCode	windowTimestamp	dataType	systemVersion	buzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	anger	debtDefault	innovation	marketRisk	analystRating	dividends	earningsForecast	fundamentalStrength	layoffs	litigation	managementChange	managementTrust	mergers
mp:2016-01-01_12.00.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:00:00.000Z	News_Social	2.2.2	2.0	1.000000											0.250000																			
mp:2016-01-01_12.00.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:00:00.000Z	News	2.2.2	2.0	1.000000											0.250000																			
mp:2016-01-01_12.02.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:02:00.000Z	News_Social	2.2.2	2.0	-1.000000											0.250000																			
mp:2016-01-01_12.02.00.Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:02:00.000Z	Social	2.2.2	2.0	-1.000000											0.250000																			
mp:2016-01-01_12.09.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:09:00.000Z	News_Social	2.2.2	10.0	0.000000								0.200000			0.250000																			
mp:2016-01-01_12.09.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:09:00.000Z	News	2.2.2	10.0	0.000000								0.200000			0.250000																			
mp:2016-01-01_12.10.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:10:00.000Z	News_Social	2.2.2	3.0	0.000000						0.333333					0.250000																			
mp:2016-01-01_12.10.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:10:00.000Z	News	2.2.2	3.0	0.000000						0.333333					0.250000																			
mp:2016-01-01_12.11.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:11:00.000Z	News_Social	2.2.2	10.0	1.000000											0.250000																			
mp:2016-01-01_12.11.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:11:00.000Z	News	2.2.2	10.0	1.000000											0.250000																			
mp:2016-01-01_12.13.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:13:00.000Z	News_Social	2.2.2	10.0	1.000000											0.250000																			
mp:2016-01-01_12.13.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:13:00.000Z	News	2.2.2	10.0	1.000000											0.250000																			
mp:2016-01-01_12.16.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:16:00.000Z	News_Social	2.2.2	14.0	-0.071429					0.285714	0.142857					0.089286										0.035714									
mp:2016-01-01_12.16.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:16:00.000Z	News	2.2.2	14.0	-0.071429					0.285714	0.142857					0.089286										0.035714									
mp:2016-01-01_12.21.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:21:00.000Z	News_Social	2.2.2	10.0	0.000000								0.200000			0.250000																			
mp:2016-01-01_12.21.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:21:00.000Z	News	2.2.2	10.0	0.000000								0.200000			0.250000																			
mp:2016-01-01_12.24.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:24:00.000Z	News_Social	2.2.2	8.0	0.250000											-0.125000	-0.250000									-0.250000				0.500000					
mp:2016-01-01_12.24.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:24:00.000Z	News	2.2.2	8.0	0.250000											-0.125000	-0.250000									-0.250000				0.500000					
mp:2016-01-01_12.25.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:25:00.000Z	News_Social	2.2.2	2.0	-1.000000											0.250000																			
mp:2016-01-01_12.25.00.Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:25:00.000Z	Social	2.2.2	2.0	-1.000000											0.250000																			
mp:2016-01-01_12.29.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:29:00.000Z	News_Social	2.2.2	10.0	0.000000								0.200000			0.250000																			
mp:2016-01-01_12.29.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:29:00.000Z	News	2.2.2	10.0	0.000000								0.200000			0.250000																			
mp:2016-01-01_12.35.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:35:00.000Z	News_Social	2.2.2	6.0	0.333333									0.166667		0.000000					0.166667					-0.166667				0.333333					
mp:2016-01-01_12.35.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:35:00.000Z	News	2.2.2	6.0	0.333333									0.166667		0.000000					0.166667					-0.166667				0.333333					
mp:2016-01-01_12.43.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:43:00.000Z	News_Social	2.2.2	6.0	-0.333333				-0.083333	-0.166667						0.125000					0.333333														
mp:2016-01-01_12.43.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:43:00.000Z	News	2.2.2	6.0	-0.333333				-0.083333	-0.166667						0.125000					0.333333														
mp:2016-01-01_12.52.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:52:00.000Z	News_Social	2.2.2	2.0												-0.500000					1.000000														
mp:2016-01-01_12.52.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:52:00.000Z	News	2.2.2	2.0												-0.500000					1.000000														
mp:2016-01-01_12.56.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:56:00.000Z	News_Social	2.2.2	6.0	-0.333333								0.333333			0.166667										-0.166667									
mp:2016-01-01_12.56.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T12:56:00.000Z	News	2.2.2	6.0	-0.333333								0.333333			0.166667										-0.166667									
mp:2016-01-01_13.05.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:05:00.000Z	News_Social	2.2.2	3.0	-0.666667											0.083333			0.333333							0.166667									
mp:2016-01-01_13.05.00.Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:05:00.000Z	Social	2.2.2	3.0	-0.666667											0.083333			0.333333							0.166667									
mp:2016-01-01_13.08.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:08:00.000Z	News_Social	2.2.2	10.0	0.000000								0.200000			0.250000																			
mp:2016-01-01_13.08.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:08:00.000Z	News	2.2.2	10.0	0.000000								0.200000			0.250000																			
mp:2016-01-01_13.20.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:20:00.000Z	News_Social	2.2.2	30.7	-0.065147					0.228013	-0.130293	0.162866	0.130293			0.128664					0.006515					-0.008143									
mp:2016-01-01_13.20.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:20:00.000Z	News	2.2.2	18.7	-0.267380					0.213904	-0.053476	0.106952	0.213904			0.131016					0.010695					-0.013369									
mp:2016-01-01_13.20.00.Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:20:00.000Z	Social	2.2.2	12.0	0.250000					0.250000	-0.250000	0.250000				0.125000																			
mp:2016-01-01_13.28.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:28:00.000Z	News_Social	2.2.2	1.0										1.000000		0.250000																			
mp:2016-01-01_13.28.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:28:00.000Z	News	2.2.2	1.0										1.000000		0.250000																			
mp:2016-01-01_13.52.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:52:00.000Z	News_Social	2.2.2	16.0	0.000000		0.125000				0.062500	0.125000	0.125000	0.062500		0.250000										-0.062500									
mp:2016-01-01_13.52.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:52:00.000Z	News	2.2.2	16.0	0.000000		0.125000				0.062500	0.125000	0.125000	0.062500		0.250000										-0.062500									
mp:2016-01-01_13.56.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:56:00.000Z	News_Social	2.2.2	12.0	0.000000								0.166667			0.125000					0.166667														
mp:2016-01-01_13.56.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T13:56:00.000Z	News	2.2.2	12.0	0.000000								0.166667			0.125000					0.166667														
mp:2016-01-01_14.09.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:09:00.000Z	News_Social	2.2.2	19.0	0.473684	0.210526										0.184211	0.052632		-0.052632		0.052632					0.026316									
mp:2016-01-01_14.09.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:09:00.000Z	News	2.2.2	19.0	0.473684	0.210526										0.184211	0.052632		-0.052632		0.052632					0.026316									
mp:2016-01-01_14.11.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:11:00.000Z	News_Social	2.2.2	18.0	0.055556	0.000000			-0.013889			0.333333	0.111111			0.277778																			
mp:2016-01-01_14.11.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:11:00.000Z	News	2.2.2	18.0	0.055556	0.000000			-0.013889			0.333333	0.111111			0.277778																			
mp:2016-01-01_14.16.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:16:00.000Z	News_Social	2.2.2	11.0	-0.090909				-0.045455		0.090909			0.090909	0.000000	0.227273									0.090909										
mp:2016-01-01_14.16.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:16:00.000Z	News	2.2.2	11.0	-0.090909				-0.045455		0.090909			0.090909	0.000000	0.227273									0.090909										
mp:2016-01-01_14.19.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:19:00.000Z	News_Social	2.2.2	3.0	0.333333			0.333333								0.166667						0.333333													
mp:2016-01-01_14.19.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:19:00.000Z	News	2.2.2	3.0	0.333333			0.333333								0.166667						0.333333													
mp:2016-01-01_14.38.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:38:00.000Z	News_Social	2.2.2	64.0	-0.125000				-0.007813	0.156250	-0.187500	0.187500	0.031250	-0.015625		0.144531					0.031250									-0.015625		0.015625			
mp:2016-01-01_14.38.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:38:00.000Z	News	2.2.2	64.0	-0.125000				-0.007813	0.156250	-0.187500	0.187500	0.031250	-0.015625		0.144531					0.031250									-0.015625		0.015625			
mp:2016-01-01_14.46.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:46:00.000Z	News_Social	2.2.2	11.0	-0.090909				-0.045455		0.090909			0.090909	0.000000	0.227273									0.090909										
mp:2016-01-01_14.46.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:46:00.000Z	News	2.2.2	11.0	-0.090909				-0.045455		0.090909			0.090909	0.000000	0.227273									0.090909										
mp:2016-01-01_14.48.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:48:00.000Z	News_Social	2.2.2	29.0	-0.034483					0.172414	-0.206897	0.241379	0.034483			0.146552					0.034483														
mp:2016-01-01_14.48.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:48:00.000Z	News	2.2.2	29.0	-0.034483					0.172414	-0.206897	0.241379	0.034483			0.146552					0.034483														
mp:2016-01-01_14.52.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:52:00.000Z	News_Social	2.2.2	10.0	0.000000								0.200000			0.250000																			
mp:2016-01-01_14.52.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T14:52:00.000Z	News	2.2.2	10.0	0.000000								0.200000			0.250000																			
mp:2016-01-01_15.06.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:06:00.000Z	News_Social	2.2.2	18.7	-0.267380					0.213904	-0.053476	0.106952	0.213904			0.131016					0.010695					-0.013369									
mp:2016-01-01_15.06.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:06:00.000Z	News	2.2.2	18.7	-0.267380					0.213904	-0.053476	0.106952	0.213904			0.131016					0.010695					-0.013369									
mp:2016-01-01_15.10.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:10:00.000Z	News_Social	2.2.2	4.0	0.250000						-0.250000					0.000000	0.500000																		
mp:2016-01-01_15.10.00.Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:10:00.000Z	Social	2.2.2	4.0	0.250000						-0.250000					0.000000	0.500000																		
mp:2016-01-01_15.17.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:17:00.000Z	News_Social	2.2.2	24.0	-0.333333					0.500000						-0.041667					0.083333		0.083333			-0.041667									
mp:2016-01-01_15.17.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:17:00.000Z	News	2.2.2	24.0	-0.333333					0.500000						-0.041667					0.083333		0.083333			-0.041667									
mp:2016-01-01_15.21.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:21:00.000Z	News_Social	2.2.2	6.0	0.666667	0.333333										0.250000																			
mp:2016-01-01_15.21.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:21:00.000Z	News	2.2.2	6.0	0.666667	0.333333										0.250000																			
mp:2016-01-01_15.34.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:34:00.000Z	News_Social	2.2.2	78.0	-0.179487				-0.006410	0.128205	-0.153846	0.205128	0.051282	-0.012821		0.150641					0.051282									-0.012821		0.012821			
mp:2016-01-01_15.34.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:34:00.000Z	News	2.2.2	78.0	-0.179487				-0.006410	0.128205	-0.153846	0.205128	0.051282	-0.012821		0.150641					0.051282									-0.012821		0.012821			
mp:2016-01-01_15.37.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:37:00.000Z	News_Social	2.2.2	3.0	-0.333333						0.333333		0.333333			0.250000																			
mp:2016-01-01_15.37.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:37:00.000Z	News	2.2.2	3.0	-0.333333						0.333333		0.333333			0.250000																			
mp:2016-01-01_15.53.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:53:00.000Z	News_Social	2.2.2	3.0	-0.333333						0.333333		0.333333			0.250000																			
mp:2016-01-01_15.53.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T15:53:00.000Z	News	2.2.2	3.0	-0.333333						0.333333		0.333333			0.250000																			
mp:2016-01-01_16.00.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T16:00:00.000Z	News_Social	2.2.2	13.0	0.384615	0.153846										0.153846	0.076923		-0.076923		0.076923					0.038462									
mp:2016-01-01_16.00.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T16:00:00.000Z	News	2.2.2	13.0	0.384615	0.153846										0.153846	0.076923		-0.076923		0.076923					0.038462									
mp:2016-01-01_16.12.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T16:12:00.000Z	News_Social	2.2.2	7.5	0.400000					0.266667	0.133333		-0.066667			0.050000										0.066667									
mp:2016-01-01_16.12.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T16:12:00.000Z	News	2.2.2	7.5	0.400000					0.266667	0.133333		-0.066667			0.050000										0.066667									
mp:2016-01-01_16.28.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T16:28:00.000Z	News_Social	2.2.2	10.0	0.100000						0.100000		0.100000	0.300000		0.200000										0.100000									
mp:2016-01-01_16.28.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T16:28:00.000Z	News	2.2.2	10.0	0.100000						0.100000		0.100000	0.300000		0.200000										0.100000									
mp:2016-01-01_16.44.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T16:44:00.000Z	News_Social	2.2.2	22.0	0.318182					0.000000	0.090909		0.090909	0.090909	0.136364	0.227273																			
mp:2016-01-01_16.44.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T16:44:00.000Z	News	2.2.2	22.0	0.318182					0.000000	0.090909		0.090909	0.090909	0.136364	0.227273																			
mp:2016-01-01_16.51.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T16:51:00.000Z	News_Social	2.2.2	7.0	0.571429										0.428571	0.250000																			
mp:2016-01-01_16.51.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T16:51:00.000Z	News	2.2.2	7.0	0.571429										0.428571	0.250000																			
mp:2016-01-01_17.01.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:01:00.000Z	News_Social	2.2.2	7.0	0.571429										0.428571	0.250000																			
mp:2016-01-01_17.01.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:01:00.000Z	News	2.2.2	7.0	0.571429										0.428571	0.250000																			
mp:2016-01-01_17.06.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:06:00.000Z	News_Social	2.2.2	19.0	-0.368421	-0.263158			-0.065789		0.052632	0.105263				0.315789										-0.105263			-0.052632	-0.052632					
mp:2016-01-01_17.06.00.Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:06:00.000Z	Social	2.2.2	19.0	-0.368421	-0.263158			-0.065789		0.052632	0.105263				0.315789										-0.105263			-0.052632	-0.052632					
mp:2016-01-01_17.10.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:10:00.000Z	News_Social	2.2.2	10.5	-0.095238						-0.047619		0.047619	-0.095238		0.095238								0.047619											
mp:2016-01-01_17.10.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:10:00.000Z	News	2.2.2	10.5	-0.095238						-0.047619		0.047619	-0.095238		0.095238								0.047619											
mp:2016-01-01_17.16.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:16:00.000Z	News_Social	2.2.2	14.0	-0.142857					0.285714				0.000000		0.107143																			
mp:2016-01-01_17.16.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:16:00.000Z	News	2.2.2	14.0	-0.142857					0.285714				0.000000		0.107143																			
mp:2016-01-01_17.18.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:18:00.000Z	News_Social	2.2.2	2.0	-1.000000											0.250000																			
mp:2016-01-01_17.18.00.Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:18:00.000Z	Social	2.2.2	2.0	-1.000000											0.250000																			
mp:2016-01-01_17.25.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:25:00.000Z	News_Social	2.2.2	46.0	-0.195652					0.043478		0.173913	0.152174	0.086957	0.108696	0.195652					0.065217														
mp:2016-01-01_17.25.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:25:00.000Z	News	2.2.2	46.0	-0.195652					0.043478		0.173913	0.152174	0.086957	0.108696	0.195652					0.065217														
mp:2016-01-01_17.31.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:31:00.000Z	News_Social	2.2.2	23.0	0.304348	0.173913			0.010870		0.043478				0.086957	0.195652	0.130435	0.086957			0.086957					0.108696									
mp:2016-01-01_17.31.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:31:00.000Z	News	2.2.2	23.0	0.304348	0.173913			0.010870		0.043478				0.086957	0.195652	0.130435	0.086957			0.086957					0.108696									
mp:2016-01-01_17.33.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:33:00.000Z	News_Social	2.2.2	2.0	0.500000						-0.500000					0.250000																			
mp:2016-01-01_17.33.00.Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:33:00.000Z	Social	2.2.2	2.0	0.500000						-0.500000					0.250000																			
mp:2016-01-01_17.41.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:41:00.000Z	News_Social	2.2.2	1.0						1.000000						-0.250000																			
mp:2016-01-01_17.41.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:41:00.000Z	News	2.2.2	1.0						1.000000						-0.250000																			
mp:2016-01-01_17.44.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:44:00.000Z	News_Social	2.2.2	23.0	0.304348	0.173913			0.010870		0.043478				0.086957	0.195652	0.130435	0.086957			0.086957					0.108696									
mp:2016-01-01_17.44.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T17:44:00.000Z	News	2.2.2	23.0	0.304348	0.173913			0.010870		0.043478				0.086957	0.195652	0.130435	0.086957			0.086957					0.108696									
mp:2016-01-01_18.00.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:00:00.000Z	News_Social	2.2.2	9.0	0.222222			0.222222		0.111111						0.138889										0.111111									
mp:2016-01-01_18.00.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:00:00.000Z	News	2.2.2	9.0	0.222222			0.222222		0.111111						0.138889										0.111111									
mp:2016-01-01_18.10.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:10:00.000Z	News_Social	2.2.2	3.0	0.333333			0.333333								0.166667						0.333333													
mp:2016-01-01_18.10.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:10:00.000Z	News	2.2.2	3.0	0.333333			0.333333								0.166667						0.333333													
mp:2016-01-01_18.21.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:21:00.000Z	News_Social	2.2.2	5.0	-0.200000				0.050000		0.200000					0.250000																			
mp:2016-01-01_18.21.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:21:00.000Z	News	2.2.2	5.0	-0.200000				0.050000		0.200000					0.250000																			
mp:2016-01-01_18.42.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:42:00.000Z	News_Social	2.2.2	1.0	1.000000											0.250000																			
mp:2016-01-01_18.42.00.Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:42:00.000Z	Social	2.2.2	1.0	1.000000											0.250000																			
mp:2016-01-01_18.43.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:43:00.000Z	News_Social	2.2.2	37.0	-0.040541	-0.027027			0.006757	0.054054	-0.108108		0.013514	-0.013514		0.101351	-0.027027				0.067568					-0.013514									
mp:2016-01-01_18.43.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:43:00.000Z	News	2.2.2	37.0	-0.040541	-0.027027			0.006757	0.054054	-0.108108		0.013514	-0.013514		0.101351	-0.027027				0.067568					-0.013514									
mp:2016-01-01_18.56.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:56:00.000Z	News_Social	2.2.2	26.0	0.346154	0.153846			0.009615		0.038462				0.076923	0.182692	0.115385	0.076923			0.076923					0.096154									
mp:2016-01-01_18.56.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:56:00.000Z	News	2.2.2	26.0	0.346154	0.153846			0.009615		0.038462				0.076923	0.182692	0.115385	0.076923			0.076923					0.096154									
mp:2016-01-01_18.58.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:58:00.000Z	News_Social	2.2.2	64.0	-0.125000				-0.007813	0.156250	-0.187500	0.187500	0.031250	-0.015625		0.144531					0.031250									-0.015625		0.015625			
mp:2016-01-01_18.58.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T18:58:00.000Z	News	2.2.2	64.0	-0.125000				-0.007813	0.156250	-0.187500	0.187500	0.031250	-0.015625		0.144531					0.031250									-0.015625		0.015625			
mp:2016-01-01_19.03.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:03:00.000Z	News_Social	2.2.2	28.0	0.071429								0.071429	0.071429		0.142857										-0.071429				0.142857					0.071429
mp:2016-01-01_19.03.00.Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:03:00.000Z	Social	2.2.2	28.0	0.071429								0.071429	0.071429		0.142857										-0.071429				0.142857					0.071429
mp:2016-01-01_19.17.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:17:00.000Z	News_Social	2.2.2	4.0							0.000000					0.000000					0.500000														
mp:2016-01-01_19.17.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:17:00.000Z	News	2.2.2	4.0							0.000000					0.000000					0.500000														
mp:2016-01-01_19.18.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:18:00.000Z	News_Social	2.2.2	20.0	-0.200000					0.200000	0.100000		0.150000			0.100000										-0.050000									
mp:2016-01-01_19.18.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:18:00.000Z	News	2.2.2	20.0	-0.200000					0.200000	0.100000		0.150000			0.100000										-0.050000									
mp:2016-01-01_19.20.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:20:00.000Z	News_Social	2.2.2	4.0	-0.250000										0.250000	0.250000																			
mp:2016-01-01_19.20.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:20:00.000Z	News	2.2.2	4.0	-0.250000										0.250000	0.250000																			
mp:2016-01-01_19.22.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:22:00.000Z	News_Social	2.2.2	25.5	-0.137255				-0.117647				0.156863			0.210784	-0.039216													0.039216		0.078431			
mp:2016-01-01_19.22.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:22:00.000Z	News	2.2.2	25.5	-0.137255				-0.117647				0.156863			0.210784	-0.039216													0.039216		0.078431			
mp:2016-01-01_19.30.00.News_Social.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:30:00.000Z	News_Social	2.2.2	3.0	-0.666667								0.333333			0.250000																			
mp:2016-01-01_19.30.00.News.CMPNY_GRP.MPTRXJP225	MPTRXJP225	2016-01-01T19:30:00.000Z	News	2.2.2	3.0	-0.666667								0.333333			0.250000																			
